formula_pretty,avg_atomic_number,avg_electronegativity,valence_electron_count,fraction_transition_metals,nelements,density,volume,nsites,crystal_system,spacegroup_number,point_group,formation_energy_per_atom,energy_above_hull,band_gap
WN2,29.33333333,2.813333333,12,0.333333333,2,4.448037369,316.3560176,12,Cubic,227,4/mmm,-0.401277017,0.063143746,0.6628
MgRu2W,43.5,2.0175,6,0.75,3,11.71870644,58.1373272,4,Cubic,225,m-3m,-0.147108804,0,0
Zr2Fe,35.33333333,1.496666667,5.333333333,1,2,7.047101615,449.200091,24,Cubic,227,m-3m,-0.080236007,0.063474754,0
NaPrS2,25.5,1.805,9,0,3,3.897031138,97.1633083,4,Tetragonal,123,4/mmm,-1.962573437,0.088569633,0.3804
CaLaO3,20.2,2.484,10.6,0.2,3,4.123203254,91.41240613,5,Cubic,221,m-3m,-2.667460736,0.593675648,0
Rb(RuO2)4,21.30769231,2.856923077,12.38461538,0.307692308,3,6.598235408,155.4637446,13,Tetragonal,87,4/m,-1.476450811,0,0
U(SiAu)2,55.6,2.052,10.6,0.4,3,11.9811225,190.7453678,10,Tetragonal,129,4/mmm,-0.178696534,0.057240806,0
TmMg(FeO2)2,20.625,2.4975,10.625,0.25,4,6.050015616,101.2588098,8,Trigonal,166,-3m,-2.101247573,0.503883828,0
Li4Fe3Cu3(TeO8)2,14.60714286,2.655357143,12.46428571,0.214285714,5,4.880672735,305.2274095,28,Monoclinic,8,m,-1.619679523,0.023237859,0
LaNd3,59.25,1.13,3,0.25,2,6.604907508,143.7138047,4,Cubic,221,m-3m,0.023678158,0.023678158,0
Eu(PPd)2,37,1.996,10.6,0.4,3,8.254066785,85.85314316,5,Tetragonal,139,4/mmm,-0.890900023,0,0
Eu2MgSe4,39.14285714,1.987142857,10.28571429,0,3,5.329173864,802.7573546,28,Orthorhombic,62,mmm,-1.605802363,0.174763374,0
Au,79,2.54,11,1,1,17.96398178,18.20702597,1,Cubic,229,m-3m,0.0218847,0.0218847,0
Co4Te3N2,30.88888889,2.211111111,12.66666667,0.444444444,3,7.431725228,577.8551587,36,Orthorhombic,62,mmm,0.081045223,0.173485304,0
Hf9W4Se,69.85714286,1.692142857,5.428571429,0.928571429,3,14.01648509,573.5698655,28,Hexagonal,194,6/mmm,-0.270800365,0.002354997,0
VSn2,41,1.85,11,0.333333333,2,7.916342077,241.9478751,12,Orthorhombic,70,mmm,-0.018103587,0.026624009,0
MgZr2H12(OF3)4,7.870967742,2.964193548,9.35483871,0.064516129,5,2.833920863,299.3194811,31,Triclinic,1,1,-2.230734562,0.193664129,0.355
Ta3MoS8,32.41666667,2.275,12.41666667,0.333333333,3,6.211573953,239.3413782,12,Monoclinic,8,m,-1.334027277,0.00591353,0
Ca2TlSn,42.75,1.395,7.75,0,3,5.818334396,115.0864097,4,Cubic,225,m-3m,-0.538619282,0.005924824,0
LiGeTe2,34.75,1.7975,11.75,0,3,4.736544893,704.2056289,24,Triclinic,2,-1,-0.62640371,0.018033569,0.4371
BaPrMgMn2O6,20.45454545,2.460909091,10.63636364,0.181818182,5,5.48420251,153.9400157,11,Monoclinic,8,m,-2.68664348,0.111298183,0
RbU3TiTe9,57.35714286,1.814285714,11.28571429,0.071428571,4,7.102587177,933.2203993,28,Monoclinic,11,2/m,-1.016394931,0,0
TaCr3(AgS4)2,26.21428571,2.212857143,12.35714286,0.428571429,4,4.916841895,546.5686797,28,Orthorhombic,17,222,-0.916163262,0.005310982,0.1774
MgFe3Pb4ClO8,29.35294118,2.752941176,13.35294118,0.176470588,5,6.886066118,285.5367173,17,Monoclinic,6,m,-1.43904668,0.29659044,0
SrU2Cr2O22,16.51851852,3.063333333,13.77777778,0.074074074,4,3.565187902,949.8405304,54,Triclinic,2,-1,-1.319082141,0.526501877,0
NaLa3,45.5,1.0575,2.5,0.75,2,5.027759041,145.2236041,4,Cubic,221,m-3m,0.2354183,0.2354183,0
YMn6(Sn2Ge)2,34.84615385,1.721538462,9.923076923,0.538461538,4,8.022815045,214.9776273,13,Hexagonal,191,6/mmm,-0.223678708,0,0
MgNb2(PO5)2,13.6,2.886,13.46666667,0.133333333,4,3.615419686,198.4420572,15,Monoclinic,12,2/m,-2.784166831,0.150395695,0.176
K2Ca2C2O3F2,12,2.456363636,10.54545455,0,5,2.384583834,373.7651938,22,Orthorhombic,36,mm2,-2.056766176,0.531385435,0.3052
K2Be2Zn(O3F4)2,10.31578947,3.100526316,13.15789474,0.052631579,5,2.44849851,555.5889579,38,Monoclinic,14,2/m,-1.54310347,0.659923245,0.2101
Li7MnN4,6.166666667,1.714166667,6.166666667,0.083333333,3,2.503544191,846.6144045,96,Cubic,218,-43m,-0.679270269,0,0.7598
Ag2SnBiS4,36.375,2.27,14.375,0.25,4,6.3443017,175.8053486,8,Tetragonal,119,-42m,-0.283376542,0.051151939,0
Cr3AsN2O13,11.73684211,3.050526316,14.26315789,0.157894737,4,2.140229025,1449.062543,76,Monoclinic,14,2/m,-0.516358685,0.985714284,0
Li2LaTl,36,1.17,4.5,0.25,3,6.676712778,88.83054232,4,Cubic,225,m-3m,-0.264985339,0,0
Cr3C,19.5,1.8825,8,0.75,2,7.288309354,153.1048637,16,Orthorhombic,62,mmm,-0.070770119,0.012876366,0
U3Bi4,86.85714286,1.745714286,9.857142857,0,2,12.55246436,410.0946732,14,Cubic,220,-43m,-0.123830359,0.075380469,0
SmCo9Si2,27.75,1.824166667,9.333333333,0.75,3,8.26217024,296.2177278,24,Tetragonal,141,4/mmm,-0.269962343,0.043759503,0
V3FeO8,13.25,2.853333333,12.58333333,0.333333333,3,3.854635217,145.0318526,12,Monoclinic,8,m,-2.238675313,0.064399085,0.3902
Fe10Bi5O24,22.23076923,2.845128205,13.82051282,0.256410256,3,6.682429368,987.6802407,78,Tetragonal,98,422,-1.485935373,0.163238889,0
CuPO4,12.66666667,2.975,15,0.166666667,3,2.967265049,532.2563398,36,Trigonal,146,3,-1.787541204,0.099794393,0
Be2Tl2Cu(O3F4)2,16.78947368,3.197894737,14.36842105,0.052631579,5,4.176000552,587.1695501,38,Monoclinic,14,2/m,-1.726983417,0.191449644,0.2801
CuTe2O5,21.625,2.9125,15.375,0.125,3,5.481667129,483.158363,32,Monoclinic,14,2/m,-1.329466687,0.027527052,0.1303
TbMg2,29.66666667,1.24,2.333333333,0,2,4.437890432,310.6165523,12,Hexagonal,194,6/mmm,-0.045565301,0.014692953,0
Tb15(Ni4P3)7,32.40625,1.81203125,10,0.4375,3,8.1013527,1917.600108,128,Hexagonal,176,6/m,-1.056532506,0,0
NaMgFe(SO4)2,11.15384615,2.826923077,13.15384615,0.076923077,5,2.544271514,192.7070337,13,Monoclinic,5,2,-1.815118305,0.351700713,0.0639
NaIn2P(SO6)2,14,2.951111111,14.77777778,0,5,3.37776465,1591.993716,108,Monoclinic,9,m,-2.157535292,0.004390326,0.8733
Sb7Mo3,48.3,2.083,12.3,0.3,2,8.504162907,445.2518213,20,Cubic,229,m-3m,0.002706001,0.002706001,0
Ba(MnSn)2,41.2,1.582,8.8,0.4,3,6.015508372,133.7768188,5,Tetragonal,139,4/mmm,-0.130072465,0.220508275,0
Nd3Ni3Bi4,59.6,1.723,9.9,0.3,3,10.08451408,475.7843427,20,Cubic,220,-43m,-0.581875601,0.008602082,0
MgCd5,42,1.626666667,10.33333333,0.833333333,2,7.52028434,129.4729884,6,Hexagonal,189,-6m2,0.008359679,0.039903622,0
BaCu9Ge4,31.78571429,1.859285714,11.21428571,0.642857143,3,7.851803664,422.8859229,28,Tetragonal,140,4/mmm,-0.145442861,0,0
CsMo2P2O11,16.0625,2.958125,13.6875,0.125,4,3.495063595,1069.427329,64,Monoclinic,14,2/m,-2.388029462,0.001667728,0.0855
Ba5Eu8Zn4O21,28.21052632,2.444473684,11,0.105263158,4,7.083332456,586.0657452,38,Tetragonal,87,4/m,-2.792869177,0.167510336,0
CaMg2Ni9,24.66666667,1.734166667,8,0.75,3,6.399633965,160.0769743,12,Trigonal,166,-3m,-0.15754397,0.00343156,0
BW,39.5,2.2,9.5,0.5,2,15.58699753,82.94749242,8,Tetragonal,141,4/mmm,-0.359710115,0,0
NdNb2CuClO7,20.33333333,2.79,12.75,0.25,5,4.984458828,180.2470363,12,Tetragonal,123,4/mmm,-2.749878845,0.08702728,0
LaMnAlNi3,29.83333333,1.665,8.833333333,0.833333333,4,7.070049767,93.22093918,6,Hexagonal,187,-6m2,-0.355880012,0.042025182,0
Er4Ga12Pt,42.47058824,1.703529412,10.47058824,0.058823529,3,9.194884017,307.1532166,17,Cubic,229,m-3m,-0.610337659,0,0
Sr4Nb5O15,19.875,2.641666667,11.375,0.208333333,3,5.320889483,329.2444875,24,Monoclinic,12,2/m,-3.217466105,0.008734706,0
SrAlO3,15,2.576,12.6,0,3,4.78425504,56.43579113,5,Cubic,221,m-3m,-3.031678721,0.050849522,0
Li2Cr2CoO6,11.72727273,2.527272727,10.81818182,0.272727273,4,4.057686518,111.6403047,11,Triclinic,2,-1,-2.019165166,0.079103968,0.2927
Th4H15,19.73684211,2.010526316,1.421052632,0,2,8.242345506,380.0711604,38,Cubic,220,-43m,-0.563003076,0,0
HoInAu2,68.5,2.0225,9.5,0.5,3,13.51656978,82.76318607,4,Cubic,225,m-3m,-0.69693407,0,0
MgGa2,24.66666667,1.643333333,9.333333333,0,2,4.592287934,118.4224233,6,Hexagonal,194,6/mmm,-0.014575083,0.104999778,0
SrCl3,22.25,2.6075,13.25,0,2,3.234983293,199.1414968,8,Hexagonal,194,6/mmm,-1.871575343,0.190994541,0
GdAlGe,36.33333333,1.606666667,10,0,3,6.882387167,123.9526968,6,Orthorhombic,63,mmm,-0.695777437,0,0
Cu10Sn3,33.84615385,1.913846154,11.69230769,0.769230769,2,9.139866278,360.3059132,26,Hexagonal,176,6/m,0.031607507,0.031607507,0
MnCo3,26.5,1.7975,8.5,1,2,8.639985197,44.5381999,4,Cubic,221,m-3m,0.102987153,0.109641163,0
Er10Ru10C19,31.64102564,2.124358974,9.641025641,0.256410256,3,9.916043566,487.5582015,39,Monoclinic,8,m,-0.261385055,0,0
V5CuO12,13.33333333,2.851666667,12.66666667,0.333333333,3,3.340622419,507.261108,36,Monoclinic,5,2,-2.213105715,0.046662584,0.4964
SrCu2GeS4,24,2.135,12.75,0.25,4,4.175366062,165.2884926,8,Tetragonal,121,-42m,-0.997792177,0.045221896,0.7338
V3OF7,12.72727273,3.29,13.63636364,0.272727273,3,3.22783903,310.5308608,22,Triclinic,2,-1,-3.014767341,0.105170177,1.0432
MgTiIr2,47,1.8125,6,0.75,3,13.00933373,58.28216239,4,Cubic,225,m-3m,-0.76745586,0,0
NpRu2,60.33333333,1.92,6.333333333,0.666666667,2,14.4121952,101.1933457,6,Cubic,227,m-3m,0.161578705,0.161578705,0
Sm2Ge5Ir3,51.5,1.899,10.3,0.3,3,11.27475597,365.4210548,20,Orthorhombic,72,mmm,-0.746551768,0,0
MgZn2(SbO3)4,19.57894737,2.846842105,14.63157895,0.105263158,4,5.70676021,242.7206055,19,Monoclinic,3,2,-1.853803593,0.159287344,0.3149
LaYbRh2,54.25,1.69,6,0.75,3,10.3043619,83.43601028,4,Cubic,225,m-3m,-0.797065243,0.140043502,0
Li5Fe5O12,10.95454545,2.515,10.77272727,0.227272727,3,3.547553611,236.8123688,22,Monoclinic,5,2,-1.674076175,0.098067573,0
RbMnBr3,33.4,2.25,11.8,0.2,3,3.991201631,316.2959884,10,Hexagonal,194,6/mmm,-1.531377246,0.001735939,0
TmRhO3,27.6,2.77,12,0.2,3,9.585742424,221.6222056,20,Orthorhombic,62,mmm,-2.60793388,0,0.9565
SrNdTi4O12,15.66666667,2.751666667,11.83333333,0.222222222,4,4.332640085,235.8302393,18,Orthorhombic,38,mm2,-3.155189486,0.142187486,0
Sr2FeSnO6,20,2.633,12.2,0.1,4,5.691371406,130.0660214,10,Tetragonal,123,4/mmm,-2.38413213,0.046038638,0
CaF,14.5,2.49,9.5,0,2,2.252265923,87.11109505,4,Hexagonal,186,6mm,-2.801237513,0.365453347,0
Ti2MnSn,29.75,1.6475,7.25,0.75,3,6.801141274,65.77122743,4,Cubic,216,-43m,-0.1446516,0.179744865,0
Li6Fe(O2F)2,7.230769231,2.263846154,8.615384615,0.076923077,4,2.568980538,257.8869755,26,Triclinic,2,-1,-2.234190397,0.085287168,1.04
UCl5,29.5,2.863333333,14.66666667,0,2,3.561764932,774.4607236,24,Monoclinic,14,2/m,-1.850678283,0,0
LiCoCO4,9.714285714,2.738571429,12.57142857,0.142857143,4,3.449016612,273.2389574,28,Monoclinic,14,2/m,-1.715758503,0.07788671,0.8597
AlCuGeSe4,30,2.245714286,14.57142857,0.142857143,4,4.738350749,167.8665792,7,Tetragonal,82,-4,-0.743088371,0,0.8905
Nb3(Cl3O4)2,17,3.016470588,14.41176471,0.176470588,3,1.645700981,1250.034619,34,Triclinic,1,1,-1.474582135,0.492664062,0.7431
MgCo(NiO2)4,15.35714286,2.739285714,12.78571429,0.357142857,4,5.148578964,143.8478548,14,Triclinic,2,-1,-1.308265415,0.066414781,0.1489
Bi17W3O34,35.27777778,2.932962963,15.12962963,0.055555556,3,8.657240583,891.5614417,54,Triclinic,1,1,-1.737516118,0.05148976,0.2248
Zn2CuSbO6,18.8,2.789,14.6,0.3,4,6.253797842,218.8564586,20,Monoclinic,11,2/m,-1.482954834,0.118730013,0
BaU2(AsO11)2,17.85185185,3.09962963,14.44444444,0,4,3.779561811,979.932526,54,Monoclinic,13,2/m,-1.356778988,0.443158428,0
Ce3Sn3Ge2,48.5,1.6575,9.875,0,3,7.006327815,436.9236523,16,Hexagonal,194,6/mmm,-0.428710398,0.207812608,0
NdDyFe14C,29.17647059,1.795882353,7.764705882,0.823529412,4,8.082992348,904.3980203,68,Tetragonal,136,4/mmm,-0.034573774,0.008809193,0
Nd4Os6O19,29.24137931,2.866206897,12.55172414,0.206896552,3,9.268671581,362.3139412,29,Cubic,197,23,-2.259843389,0,0
Rb4Mg(Se2O7)2,17.73913043,2.736956522,12.7826087,0,4,3.173975924,473.9989787,23,Monoclinic,5,2,-1.590824895,0.153233239,0.3108
Mg2TiCo3S8,18.21428571,2.174285714,11.64285714,0.285714286,4,3.5647622,246.7900739,14,Trigonal,166,-3m,-1.044516059,0.13202522,0
Zr6CoBi2,48.11111111,1.544444444,7,0.777777778,3,8.564514018,198.5853722,9,Hexagonal,189,-6m2,-0.352291272,0,0
Nd2ReC2,41.4,1.856,8.2,0.2,3,9.024493622,367.059453,20,Orthorhombic,62,mmm,-0.404092758,0,0
Mg16Al12V,12.79310345,1.445172414,6.655172414,0.034482759,3,2.207250331,574.4647775,29,Trigonal,160,3m,0.022926093,0.078202486,0
P2PbAu2,54,2.358,13.2,0.4,3,10.41700109,211.3989112,10,Orthorhombic,63,mmm,-0.180495986,0,0
V3CrSn2(PO4)6,13.19444444,2.949166667,14.52777778,0.111111111,5,3.495607286,480.7690328,36,Trigonal,146,3,-2.539588152,0.046289815,0
NaHf8(NCl)8,31.16,2.4372,11.56,0.32,4,6.873775153,446.0911796,25,Monoclinic,10,2/m,-2.0094273,0.155080674,0
FeS2,19.33333333,2.33,13.33333333,0.333333333,2,3.936361448,202.443985,12,Trigonal,166,-3m,-0.596837092,0.250639878,0
Bi2Pt,81.33333333,2.106666667,13.33333333,0.333333333,2,13.1236351,310.2752652,12,Cubic,205,m-3,-0.276960482,0.008360557,0
Li3Sn3Pt2,39.375,1.6725,8.125,0.25,3,9.009090423,1131.154716,64,Cubic,206,m-3,-0.558735908,0.016198916,0
KU2SbSe8,43.83333333,2.169166667,12.5,0,4,5.898808555,357.1150678,12,Monoclinic,8,m,-1.1689174,0.006493744,0
K2AlAuI6,44.8,2.175,12.8,0.1,4,4.528019408,390.0385384,10,Cubic,225,m-3m,-0.955619238,0.149166806,0
Li2MnNiO4,11.375,2.3975,10.375,0.25,4,4.431739151,143.5154738,16,Orthorhombic,74,mmm,-1.908763394,0.030842478,0.2564
V2PbO2,28.8,2.494,11.2,0.4,3,5.568205612,406.8669107,20,Tetragonal,141,4/mmm,-0.321397049,1.368301413,0
LaMg6W,25.375,1.415,2.625,0.25,3,4.269933962,364.4496054,16,Orthorhombic,38,mm2,0.342922631,0.397859366,0
Cd4CN4,25.11111111,2.385555556,13.55555556,0.444444444,3,6.24305478,550.7754682,36,Orthorhombic,62,mmm,0.290366895,0.302581395,0.0253
Ba3Bi2,66.8,1.342,7.2,0,2,4.767074022,289.0978356,5,Cubic,221,m-3m,-0.51740777,0.385686169,0
Li3V5P7O29,10.47727273,2.867727273,13.56818182,0.113636364,4,2.616904969,1213.664542,88,Triclinic,1,1,-2.605573773,0.051468722,0.8812
MgTi7H16,7.583333333,1.970416667,1.916666667,0.291666667,3,3.552870184,175.5015281,24,Cubic,225,m-3m,-0.548110949,0.013422288,0
Sr2CoOsO6,22.7,2.662,11.7,0.2,4,6.840389805,126.3296219,10,Tetragonal,87,4/m,-2.240684457,0,0
Sm2CdRh2,52.4,1.718,7.2,0.6,3,9.414662759,218.3354619,10,Tetragonal,127,4/mmm,-0.627479651,0,0
MgZrNi2,27,1.615,6.5,0.75,3,6.474702545,59.73491175,4,Cubic,225,m-3m,-0.331953009,0.011208181,0
Li2MnV3O8,11.71428571,2.565714286,10.85714286,0.285714286,4,3.825758432,607.0330536,56,Triclinic,1,1,-2.410783539,0.035623691,0.902
CeIn3Pt,56.6,1.748,10.4,0.2,3,9.483217754,952.0751694,40,Cubic,223,m-3m,-0.542104903,0.039835233,0.0032
Li3Cu4NiO8,13.5625,2.498125,11.5625,0.3125,4,5.060814922,151.4901439,16,Monoclinic,12,2/m,-1.310991449,0.047054639,0
Ga2Pt,46.66666667,1.966666667,12,0.333333333,2,10.62425613,52.28602618,3,Cubic,225,m-3m,-0.581049438,0,0
CaYSiO5,14.125,2.665,12.375,0.125,4,3.374665439,466.6038073,32,Monoclinic,14,2/m,-3.266147397,0.145464519,0.0663
LiAs,18,1.58,8,0,2,3.784026537,287.389201,16,Monoclinic,14,2/m,-0.588209097,0,0.3285
Ca3W,33.5,1.34,3,0.25,2,4.288138836,235.4992576,8,Hexagonal,194,6/mmm,0.889756354,0.889756354,0
Rb2ScHgI6,49.3,2.096,11.9,0.2,4,4.295438373,455.358134,10,Cubic,225,m-3m,-1.289574891,0.06685697,0
CsMg14C,14.3125,1.355,2.6875,0,3,2.079402752,387.4528679,16,Orthorhombic,38,mm2,0.383378902,0.386237838,0
Cd6Sb5,49.36363636,1.853636364,13.36363636,0.545454545,2,3.014138062,1413.945401,22,Trigonal,167,-3m,0.394812445,0.481966854,0
La4C2I5,45.90909091,2.072727273,11.36363636,0.363636364,3,5.479004809,367.9809623,11,Monoclinic,12,2/m,-1.357991821,0,0
TmAl4Ni,24.83333333,1.6,10.83333333,0.166666667,3,5.579042232,199.7475952,12,Orthorhombic,63,mmm,-0.535107127,0,0
Li7Ta24O64,24.05263158,2.768631579,12.11578947,0.252631579,3,7.572452012,1187.50352,95,Monoclinic,6,m,-3.223656045,0.023797252,0
LiMn16O32,13.44897959,2.772653061,12.75510204,0.326530612,3,4.001490686,580.1133685,49,Monoclinic,6,m,-1.836543426,0.021766615,0
K2LiTaCl6,21.6,2.308,11,0.1,4,3.101664008,256.3372053,10,Cubic,225,m-3m,-1.891613676,0.15088091,0
AuCl4,29.4,3.036,15.8,0.2,2,1.332242098,844.523754,10,Tetragonal,141,4/mmm,-0.218402146,0.040174769,0.0019
Ag2Bi2SeS3,42.75,2.27375,14.5,0.25,4,7.108014723,188.9600303,8,Orthorhombic,44,mm2,-0.258434457,0.055230882,0.189
Ca5P3CO12,11.76190476,2.638095238,12.42857143,0,4,2.959951752,557.989251,42,Hexagonal,176,6/m,-2.892656903,0.24481911,0.6253
AgGeO3,20.6,2.852,14.6,0.2,3,5.193309184,292.2558937,20,Orthorhombic,18,222,-1.331455819,0.139566285,0
MgZn(CoS2)4,19.85714286,2.222857143,12.71428571,0.357142857,4,4.000521629,241.5631418,14,Trigonal,160,3m,-0.724556595,0.168524459,0
GdFe4B,28.83333333,1.76,8,0.666666667,3,8.202877873,158.4817141,12,Hexagonal,191,6/mmm,-0.197444581,0.007536795,0
K4ZnH6(S2O9)2,9.696969697,2.738484848,11.33333333,0.03030303,5,2.174377441,1967.554664,132,Orthorhombic,56,mmm,-1.643258636,0.251941357,0.4878
SrEu(NiO3)4,17.16666667,2.837222222,13.16666667,0.222222222,4,6.254060124,176.9252053,18,Tetragonal,123,4/mmm,-0.747193759,0.641474913,0
PrYMg2,30.5,1.2425,2.5,0.25,3,3.991577181,115.8271725,4,Tetragonal,123,4/mmm,-0.073899463,0.010139993,0
Tb3Pt4,72.42857143,1.774285714,7,0.571428571,2,14.47888712,288.3486353,14,Trigonal,148,-3,-1.340011331,0.000178925,0
BeAu,41.5,2.055,6.5,0.5,2,13.28768326,102.9632499,8,Cubic,198,23,-0.136192664,0,0
Tb3Al,52,1.2275,5.5,0,2,7.751703021,107.912952,4,Cubic,221,m-3m,-0.22897127,0.028561404,0
Sr2Cu3O5,20.3,2.48,11.7,0.3,3,5.615145007,131.8564089,10,Orthorhombic,65,mmm,-1.840037981,0.010671746,0
Nd4Mg(RhO3)4,25.14285714,2.67952381,11.52380952,0.19047619,4,7.482722699,267.3843925,21,Monoclinic,6,m,-2.346106132,0.223667089,0.2298
NdGaSi,35,1.616666667,10,0,3,6.350830711,126.576925,6,Tetragonal,109,4mm,-0.796210309,0,0
Rb2HgSe,47,1.5475,7.5,0.25,3,0.45214813,1654.433333,4,Orthorhombic,71,mmm,-0.2105737,0.697819868,0.3879
K3Sr,23.75,0.8525,1.25,0,2,1.233428755,275.8725994,4,Tetragonal,139,4/mmm,0.134678166,0.134678166,0
MnCuO4,14.33333333,2.868333333,13.66666667,0.333333333,3,4.475137337,135.4228385,12,Orthorhombic,74,mmm,-1.013310017,0.252902902,0
Cs4Pb9,73.69230769,1.856153846,10,0,2,6.687262087,2380.257857,52,Monoclinic,14,2/m,-0.187678104,0,0.9065
As12S13,24.16,2.388,15.52,0,2,2.512567984,1739.344245,50,Triclinic,1,1,0.074955976,0.233922422,0.4804
Na9Ni7O16,13.21875,2.399375,10.46875,0.21875,3,4.476950539,324.0821008,32,Triclinic,2,-1,-1.295351784,0.033400645,0.1058
Zn4Cu5(TeO6)3,18.83333333,2.810666667,14.63333333,0.3,4,5.927901987,700.3933443,60,Monoclinic,5,2,-1.341027285,0.036302766,0.016
Rh,45,2.28,9,1,1,11.6184757,14.70748895,1,Cubic,229,m-3m,0.3493251,0.3493251,0
Cu10Sn3,33.84615385,1.913846154,11.69230769,0.769230769,2,8.297008416,396.9078614,26,Trigonal,162,-3m,0.203657048,0.203657048,0
SrNdFeO4,22.28571429,2.525714286,11,0.142857143,4,6.100374137,95.73498527,7,Tetragonal,107,4mm,-2.853686715,0.027278508,0.4943
NaCrO2,12.75,2.3675,9.75,0.25,3,1.371122,129.5670428,4,Hexagonal,191,6/mmm,-1.136336703,1.119474777,0.7054
LaTiNO2,20.4,2.512,10.8,0.4,4,6.173897618,250.4329919,20,Triclinic,1,1,-3.00935337,0.070234435,0.5563
Eu(CoP)2,29.4,1.868,10.2,0.4,3,7.088743214,77.71902169,5,Tetragonal,139,4/mmm,-0.882900827,0,0
ThSnRh,61.66666667,1.846666667,8.666666667,0.333333333,3,11.10226723,203.5555738,9,Hexagonal,189,-6m2,-0.926533066,0,0
Sm2Mo2O7,24,2.794545455,11.81818182,0.181818182,3,6.985144801,574.9085948,44,Orthorhombic,31,mm2,-2.518872428,0.363204607,0.2388
LiCrO3,10.2,2.592,11,0.2,3,3.566056856,49.79456314,5,Cubic,221,m-3m,-1.666735624,0.409366555,0
TiFe(BiO3)2,26.2,2.805,13.8,0.2,4,7.738226836,530.1802899,40,Trigonal,146,1,-2.178228017,0.015400653,0
Rb2PdBr6,36.66666667,2.4,12.66666667,0.111111111,3,4.366051567,287.8257554,9,Cubic,225,m-3m,-1.339372844,0,0.5479
MgFe4(SbS)4,29.53846154,2.088461538,12.15384615,0.307692308,4,6.369465878,224.9828061,13,Triclinic,2,-1,-0.374341804,0.310064768,0
Cr3Te5,41.5,1.935,12.25,0.375,2,6.453120007,204.3118041,8,Trigonal,164,-3m,-0.227314758,0.247944446,0
Co2Ge5N8,18,2.542,13.86666667,0.133333333,3,4.792506193,1644.064921,120,Orthorhombic,61,mmm,0.12991537,0.279709479,0.007
CsCoF3,21.8,2.922,12.2,0.2,3,5.012833517,247.2842984,15,Trigonal,166,-3m,-2.496041868,0.10126451,0
ThC2,34,2.133333333,10.33333333,0,2,9.060660418,93.85557279,6,Monoclinic,15,2/m,-0.393996307,0,0
ErBe13,8.571428571,1.546428571,2.071428571,0,2,3.594758611,262.7637616,28,Cubic,226,m-3m,-0.186069606,0,0
Cu2Cl2O,20,2.712,14.4,0.4,3,3.768956975,188.567312,10,Orthorhombic,70,mmm,-0.905617827,0.02158359,0
CdAg4Ge2S7,29.42857143,2.249285714,14,0.357142857,4,4.62182645,656.4935857,28,Monoclinic,9,m,-0.532279971,0.002973598,0.6329
MnNiN2,16.75,2.385,11.75,0.5,3,6.600851598,71.26559209,8,Hexagonal,194,6/mmm,-0.119002933,0.068579532,0
Li3Ti2CuO6,10.83333333,2.38,9.833333333,0.25,4,4.030503403,113.7510118,12,Monoclinic,12,2/m,-2.64946186,0.106074054,0.2043
Ca3Si6W7O15,25.22580645,2.661935484,12,0.225806452,4,5.584218821,539.8972919,31,Triclinic,1,1,-1.406488038,1.21209923,0
TiCoCuS4,20.28571429,2.234285714,12.57142857,0.428571429,4,4.247558344,233.474016,14,Orthorhombic,74,mmm,-1.022926948,0.045652675,0
MgV3O6,12.9,2.684,11.3,0.3,3,3.967913281,114.3009423,10,Monoclinic,8,m,-2.513709002,0.138027832,0.7313
Nd6Fe13As,36.55,1.6405,6.85,0.65,3,7.509447016,736.9526806,40,Tetragonal,140,4/mmm,-0.129857257,0.019918038,0
GaPd,38.5,2.005,11.5,0.5,2,9.924679596,117.8848465,8,Cubic,198,23,-0.662648279,0,0
Ba2MgTi2CuF14,16.15,3.1895,13.15,0.15,5,4.234189099,568.0379422,40,Monoclinic,15,2/m,-3.586525926,0.16598878,0.069
Ba4La4Cu4(BO6)3,22.03030303,2.533333333,11.84848485,0.242424242,5,5.69132818,490.0324118,33,Orthorhombic,25,mm2,-2.789377998,0.070661713,0.4382
PrTmS3,35.2,2.024,10.8,0,3,5.874575919,918.1804137,40,Monoclinic,11,2/m,-2.386009392,0,0.6481
Sb(MoS)2,33.4,2.306,11.8,0.4,3,6.539124705,191.8611042,10,Monoclinic,11,2/m,-0.597665194,0,0
In5AgSe8,40.28571429,2.230714286,14.57142857,0.071428571,3,5.344295693,408.1637087,14,Monoclinic,5,2,-0.645818497,0,0.2236
Tb4MgRu,52.66666667,1.318333333,3.666666667,0.166666667,3,7.828319149,645.7565518,24,Cubic,216,-43m,-0.230773567,0,0
ZnHg3,67.5,1.9125,12,1,2,11.39315384,97.24057182,4,Tetragonal,139,4/mmm,0.114937919,0.114937919,0
Li5Fe2(IrO5)2,15.84210526,2.492631579,10.47368421,0.210526316,4,5.988287425,191.563714,19,Monoclinic,5,2,-1.728023228,0.02087306,0
Li2AgAs,21.5,1.5175,7,0.25,3,0.383634773,851.2815582,4,Orthorhombic,71,mmm,0.704014703,1.271683262,0.9153
NaMgTi2BiO6,18,2.543636364,11.09090909,0.181818182,5,4.748794371,156.6567621,11,Monoclinic,8,m,-2.517185931,0.3781601,0
SrMg14Si,13.75,1.324375,2.75,0,3,1.988242383,380.8213414,16,Orthorhombic,38,mm2,0.061334933,0.128559944,0
